instance_size;creating_time;adding_time;inserting_time;searching_time;deleting_time
500;0,0;0,0;0,0;0,0;0,0
1000;0,0;0,0;0,0;0,0;0,0
1500;0,0;0,0;0,0;0,0;0,0
2000;0,0;0,0;0,0;0,0010187625885009766;0,0
2500;0,0;0,0;0,0009963512420654297;0,0;0,0
3000;0,0;0,0;0,0;0,0009772777557373047;0,0
3500;0,0;0,0;0,0010373592376708984;0,0;0,0
4000;0,0009942054748535156;0,0;0,0009629726409912109;0,0010237693786621094;0,0
4500;0,0009942054748535156;0,0;0,000997781753540039;0,0009684562683105469;0,0
5000;0,0009942054748535156;0,0;0,0010018348693847656;0,0010135173797607422;0,0
5500;0,0009942054748535156;0,0;0,0010023117065429688;0,0009810924530029297;0,0
6000;0,0009942054748535156;0,0;0,0019876956939697266;0,0009984970092773438;0,0
6500;0,0009942054748535156;0,0;0,001994609832763672;0,000997304916381836;0,0
7000;0,0009942054748535156;0,0;0,002046346664428711;0,0019965171813964844;0,0
7500;0,0009942054748535156;0,0;0,0009541511535644531;0,0009953975677490234;0,0
8000;0,0009942054748535156;0,0;0,0019948482513427734;0,001993417739868164;0,0
8500;0,0019953250885009766;0,0;0,0009970664978027344;0,0009965896606445312;0,0
9000;0,0019953250885009766;0,0;0,0019941329956054688;0,001996755599975586;0,0
9500;0,0019953250885009766;0,0;0,001995086669921875;0,0020270347595214844;0,0
10000;0,0019953250885009766;0,0;0,0020380020141601562;0,0009648799896240234;0,0
10500;0,0019953250885009766;0,0;0,002958536148071289;0,0009970664978027344;0,0
11000;0,0019953250885009766;0,0;0,0019922256469726562;0,0009989738464355469;0,0
11500;0,0019953250885009766;0,0;0,001994609832763672;0,0020029544830322266;0,0
12000;0,0019953250885009766;0,0;0,003031015396118164;0,0019779205322265625;0,0
12500;0,0019953250885009766;0,0;0,0019609928131103516;0,0019915103912353516;0,0
13000;0,0019953250885009766;0,0;0,002991914749145508;0,0029861927032470703;0,0
13500;0,002995014190673828;0,0;0,0019960403442382812;0,0019936561584472656;0,0
14000;0,002995014190673828;0,0;0,0029973983764648438;0,0029931068420410156;0,0
14500;0,002995014190673828;0,0;0,0029909610748291016;0,0019943714141845703;0,0
15000;0,002995014190673828;0,0;0,002991914749145508;0,0019958019256591797;0,0
15500;0,002995014190673828;0,0;0,002992868423461914;0,0029990673065185547;0,0
16000;0,002995014190673828;0,0;0,0029914379119873047;0,003015756607055664;0,0
16500;0,002995014190673828;0,0;0,005981922149658203;0,0029611587524414062;0,0
17000;0,002995014190673828;0,0;0,005983829498291016;0,0029921531677246094;0,0
17500;0,002995014190673828;0,0;0,0049896240234375;0,0029931068420410156;0,0
18000;0,003986835479736328;0,0;0,0029909610748291016;0,0029692649841308594;0,0
18500;0,003986835479736328;0,0;0,002991914749145508;0,0029859542846679688;0,0
19000;0,003986835479736328;0,0;0,003999233245849609;0,0029954910278320312;0,0
19500;0,003986835479736328;0,0;0,0029897689819335938;0,004019737243652344;0,0
20000;0,003986835479736328;0,0;0,003997087478637695;0,002987384796142578;0,0
20500;0,003986835479736328;0,0;0,003988742828369141;0,003011941909790039;0,0
21000;0,003986835479736328;0,0;0,003989219665527344;0,003969430923461914;0,0
21500;0,003986835479736328;0,0;0,003995418548583984;0,00399017333984375;0,0
22000;0,003986835479736328;0,0;0,0039865970611572266;0,003030538558959961;0,0
22500;0,003986835479736328;0,0;0,003995656967163086;0,0039844512939453125;0,0
23000;0,0049839019775390625;0,0;0,003987789154052734;0,00402379035949707;0,0
23500;0,0049839019775390625;0,0;0,004993438720703125;0,0039539337158203125;0,0
24000;0,0049839019775390625;0,0;0,003989219665527344;0,0039975643157958984;0,0
24500;0,0049839019775390625;0,0;0,003995418548583984;0,003965616226196289;0,0
25000;0,0049839019775390625;0,0;0,003988981246948242;0,0039882659912109375;0,0
25500;0,0049839019775390625;0,0;0,004992485046386719;0,0049877166748046875;0,0
26000;0,0049839019775390625;0,0;0,0049860477447509766;0,00498652458190918;0,0
26500;0,0049839019775390625;0,0;0,00495147705078125;0,005006074905395508;0,0
27000;0,0049839019775390625;0,0;0,004984617233276367;0,004991054534912109;0,0
27500;0,0049839019775390625;0,0;0,004985332489013672;0,004962921142578125;0,0
28000;0,005982398986816406;0,0;0,005228996276855469;0,003988981246948242;0,0
28500;0,005982398986816406;0,0;0,00498509407043457;0,004988908767700195;0,0
29000;0,005982398986816406;0,0;0,005989551544189453;0,0049932003021240234;0,0
29500;0,005982398986816406;0,0;0,005991220474243164;0,00498652458190918;0,0
30000;0,005982398986816406;0,0;0,00498652458190918;0,005984067916870117;0,0
30500;0,005982398986816406;0,0;0,004992008209228516;0,005012989044189453;0,0
31000;0,005982398986816406;0,0;0,005988121032714844;0,0050165653228759766;0,0
31500;0,005982398986816406;0,0;0,005984067916870117;0,004950523376464844;0,0
32000;0,005982398986816406;0,0;0,0060825347900390625;0,0049855709075927734;0,0
32500;0,005982398986816406;0,0;0,0054912567138671875;0,005015850067138672;0,0
33000;0,005982398986816406;0,0;0,005959033966064453;0,0059850215911865234;0,0
33500;0,006979465484619141;0,0;0,005972862243652344;0,005984067916870117;0,0
34000;0,006979465484619141;0,0;0,005983591079711914;0,005995988845825195;0,0
34500;0,006979465484619141;0,0;0,006982088088989258;0,0059719085693359375;0,0
35000;0,006979465484619141;0,0;0,006980419158935547;0,005964040756225586;0,0
35500;0,006979465484619141;0,0;0,006979703903198242;0,006981372833251953;0,0
36000;0,006979465484619141;0,0;0,006988048553466797;0,006983518600463867;0,0
36500;0,006979465484619141;0,0;0,006978034973144531;0,0059816837310791016;0,0
37000;0,006979465484619141;0,0;0,0069844722747802734;0,0069789886474609375;0,0
37500;0,006979465484619141;0,0;0,006981849670410156;0,006982326507568359;0,0
38000;0,006979465484619141;0,0;0,00696873664855957;0,0069921016693115234;0,0
38500;0,007977008819580078;0,0;0,007009267807006836;0,006968498229980469;0,0
39000;0,007977008819580078;0,0;0,006987810134887695;0,006993532180786133;0,0
39500;0,007977008819580078;0,0;0,007954835891723633;0,006968021392822266;0,0
40000;0,007977008819580078;0,0;0,0069828033447265625;0,006981611251831055;0,0
40500;0,007977008819580078;0,0;0,00800633430480957;0,006983280181884766;0,0
41000;0,007977008819580078;0,0;0,0069370269775390625;0,006979942321777344;0,0
41500;0,007977008819580078;0,0;0,00797724723815918;0,006972789764404297;0,0
42000;0,007977008819580078;0,0;0,007012128829956055;0,007012605667114258;0,0
42500;0,007977008819580078;0,0;0,008974313735961914;0,007004737854003906;0,0
43000;0,007977008819580078;0,0;0,007996320724487305;0,008012056350708008;0,0
43500;0,008973836898803711;0,0;0,006981372833251953;0,007948160171508789;0,0
44000;0,008973836898803711;0,0;0,007907629013061523;0,007010936737060547;0,0
44500;0,008973836898803711;0,0;0,007989168167114258;0,007980108261108398;0,0
45000;0,008973836898803711;0,0;0,009181737899780273;0,007979869842529297;0,0
45500;0,008973836898803711;0,0;0,007983922958374023;0,007958173751831055;0,0
46000;0,008973836898803711;0,0;0,007975578308105469;0,008009672164916992;0,0
46500;0,008973836898803711;0,0;0,008862733840942383;0,007970571517944336;0,0
47000;0,008973836898803711;0,0;0,009017229080200195;0,007982492446899414;0,0
47500;0,008973836898803711;0,0;0,009969949722290039;0,007946252822875977;0,0
48000;0,008973836898803711;0,0;0,0089874267578125;0,00796818733215332;0,0
48500;0,008973836898803711;0,0;0,00896763801574707;0,008989810943603516;0,0
49000;0,009971857070922852;0,0;0,010064840316772461;0,007979154586791992;0,0
49500;0,009971857070922852;0,0;0,008977413177490234;0,008975982666015625;0,0
50000;0,009971857070922852;0,0;0,008977413177490234;0,008957386016845703;0,0
50500;0,009971857070922852;0,0;0,01007533073425293;0,008974313735961914;0,0
51000;0,009971857070922852;0,0;0,009961128234863281;0,008973836898803711;0,0
51500;0,009971857070922852;0,0;0,00945281982421875;0,008975028991699219;0,0
52000;0,009971857070922852;0,0;0,009955883026123047;0,008973360061645508;0,0
52500;0,009971857070922852;0,0;0,008974552154541016;0,009963274002075195;0,0
53000;0,009971857070922852;0,0;0,010007143020629883;0,008974790573120117;0,0
53500;0,009971857070922852;0,0;0,009488582611083984;0,008975505828857422;0,0
54000;0,010968923568725586;0,0;0,011965274810791016;0,009972095489501953;0,0
54500;0,010968923568725586;0,0;0,010967016220092773;0,009959220886230469;0,0
55000;0,010968923568725586;0,0;0,009972572326660156;0,008974552154541016;0,0
55500;0,010968923568725586;0,0;0,015961408615112305;0,009010553359985352;0,0
56000;0,010968923568725586;0,0;0,01096963882446289;0,009974479675292969;0,0
56500;0,010968923568725586;0,0;0,009970903396606445;0,009969472885131836;0,0
57000;0,010968923568725586;0,0;0,010970830917358398;0,01095724105834961;0,0
57500;0,010968923568725586;0,0;0,010970115661621094;0,009973287582397461;0,0
58000;0,010968923568725586;0,0;0,010971307754516602;0,009974956512451172;0,0
58500;0,010968923568725586;0,0;0,010968923568725586;0,01096963882446289;0,0
59000;0,010968923568725586;0,0;0,010973930358886719;0,009993314743041992;0,0
59500;0,011977195739746094;0,0;0,011972427368164062;0,010970354080200195;0,0
60000;0,011977195739746094;0,0;0,012034893035888672;0,010969161987304688;0,0
60500;0,011977195739746094;0,0;0,010969400405883789;0,009975433349609375;0,0
